nExp, Time,   ID,       F 0,       F 1,       F 2,       F 3,       F 4,       F 5,       F 6 
 110,    7,    0,     0.000,     0.083,    -0.121,     0.147,     0.147,     0.022,     0.003,     0
 110,    8,    0,     0.000,     0.083,    -0.030,     0.089,     0.089,     0.008,     0.001,     0
 110,    9,    0,     0.000,     0.083,     0.061,     0.103,     0.103,     0.011,     0.001,     0
 110,   10,    0,     0.000,     0.083,     0.152,     0.173,     0.173,     0.030,     0.005,     0
 111,    0,    0,     0.000,     0.083,     0.242,     0.256,     0.256,     0.066,     0.017,     0
 111,    1,    0,     0.000,     0.083,    -0.273,     0.285,     0.285,     0.081,     0.023,     0
 111,    2,    0,     0.000,     0.083,    -0.182,     0.200,     0.200,     0.040,     0.008,     0
 111,    3,    0,     0.000,     0.083,    -0.091,     0.123,     0.123,     0.015,     0.002,     0
 111,    4,    0,     0.000,     0.083,     0.000,     0.083,     0.083,     0.007,     0.001,     0
 111,    5,    0,     0.000,     0.083,     0.091,     0.123,     0.123,     0.015,     0.002,     0
 111,    6,    0,     0.000,     0.083,     0.182,     0.200,     0.200,     0.040,     0.008,     0
 111,    7,    0,     0.000,     0.083,     0.273,     0.285,     0.285,     0.081,     0.023,     0
 111,    8,    0,     0.000,     0.083,     0.364,     0.373,     0.373,     0.139,     0.052,     0
 111,    9,    0,     0.000,     0.083,     0.455,     0.462,     0.462,     0.214,     0.099,     0
 112,    0,    0,     0.000,     0.083,     0.545,     0.552,     0.552,     0.304,     0.168,     0
 112,    1,    0,     0.000,    -0.417,    -0.545,     0.686,     0.686,     0.471,     0.323,    -5
 112,    2,    0,     1.000,    -0.333,    -0.455,     0.564,     0.564,     0.318,     0.179,    -5
 112,    3,    0,     1.000,    -0.250,    -0.364,     0.441,     0.441,     0.195,     0.086,    -5
 112,    4,    0,     1.000,    -0.167,    -0.273,     0.320,     0.320,     0.102,     0.033,    -5
 112,    5,    0,     1.000,    -0.083,    -0.182,     0.200,     0.200,     0.040,     0.008,    -5
 112,    6,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,   995
 113,    0,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,     0
 113,    1,    0,     0.000,    -0.500,    -0.909,     1.038,     1.038,     1.076,     1.117,     0
 113,    2,    0,     0.000,    -0.417,    -0.818,     0.918,     0.918,     0.843,     0.774,    -5
 113,    3,    0,     1.000,    -0.333,    -0.727,     0.800,     0.800,     0.640,     0.512,    -5
 113,    4,    0,     1.000,    -0.250,    -0.636,     0.684,     0.684,     0.467,     0.320,    -5
 113,    5,    0,     1.000,    -0.167,    -0.545,     0.570,     0.570,     0.325,     0.186,    -5
 113,    6,    0,     1.000,    -0.083,    -0.455,     0.462,     0.462,     0.214,     0.099,    -5
 113,    7,    0,     1.000,     0.000,    -0.364,     0.364,     0.364,     0.132,     0.048,    -5
 113,    8,    0,     1.000,     0.000,    -0.273,     0.273,     0.273,     0.074,     0.020,    -5
 113,    9,    0,     1.000,     0.000,    -0.182,     0.182,     0.182,     0.033,     0.006,    -5
 113,   10,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,     0
 114,    0,    0,     0.000,     0.083,     0.000,     0.083,     0.083,     0.007,     0.001,     0
 114,    1,    0,     0.000,     0.167,    -0.333,     0.373,     0.373,     0.139,     0.052,     0
 114,    2,    0,     0.000,     0.250,    -0.242,     0.348,     0.348,     0.121,     0.042,     0
 114,    3,    0,     0.000,     0.333,    -0.152,     0.366,     0.366,     0.134,     0.049,    -5
 114,    4,    0,     0.000,     0.417,    -0.061,     0.421,     0.421,     0.177,     0.075,    -5
 114,    5,    0,     0.000,     0.500,     0.030,     0.501,     0.501,     0.251,     0.126,    -5
 114,    6,    0,     0.000,     0.583,     0.121,     0.596,     0.596,     0.355,     0.211,    -5
 114,    7,    0,     0.000,     0.667,     0.212,     0.700,     0.700,     0.489,     0.342,    -5
 114,    8,    0,     0.000,     0.750,     0.303,     0.809,     0.809,     0.654,     0.529,    -5
 114,    9,    0,     0.000,     0.833,     0.394,     0.922,     0.922,     0.850,     0.783,    -5
 114,   10,    0,     0.000,     0.917,     0.485,     1.037,     1.037,     1.075,     1.115,    -5
 115,    0,    0,     0.000,     1.000,     0.576,     1.154,     1.154,     1.331,     1.536,     0
 115,    1,    0,     0.000,    -0.417,    -0.909,     1.000,     1.000,     1.000,     1.000,    -5
 115,    2,    0,     1.000,    -0.333,    -0.818,     0.883,     0.883,     0.781,     0.690,    -5
 115,    3,    0,     1.000,    -0.250,    -0.727,     0.769,     0.769,     0.591,     0.455,    -5
 115,    4,    0,     1.000,    -0.167,    -0.636,     0.658,     0.658,     0.433,     0.285,    -5
 115,    5,    0,     1.000,    -0.083,    -0.545,     0.552,     0.552,     0.304,     0.168,    -5
 115,    6,    0,     1.000,     0.000,    -0.455,     0.455,     0.455,     0.207,     0.094,    -5
 115,    7,    0,     1.000,     0.000,    -0.364,     0.364,     0.364,     0.132,     0.048,    -5
 115,    8,    0,     1.000,     0.000,    -0.273,     0.273,     0.273,     0.074,     0.020,    -5
 115,    9,    0,     1.000,     0.000,    -0.182,     0.182,     0.182,     0.033,     0.006,     0
 115,   10,    0,     0.000,     0.083,    -0.091,     0.123,     0.123,     0.015,     0.002,     0
 116,    0,    0,     0.000,     0.083,     0.000,     0.083,     0.083,     0.007,     0.001,     0
 116,    1,    0,     0.000,     0.083,    -0.924,     0.928,     0.928,     0.861,     0.799,     0
 116,    2,    0,     0.000,     0.083,    -0.833,     0.837,     0.837,     0.701,     0.587,     0
 116,    3,    0,     0.000,     0.083,    -0.742,     0.747,     0.747,     0.558,     0.417,     0
 116,    4,    0,     0.000,     0.083,    -0.652,     0.657,     0.657,     0.431,     0.283,     0
 116,    5,    0,     0.000,     0.083,    -0.561,     0.567,     0.567,     0.321,     0.182,     0
 116,    6,    0,     0.000,     0.083,    -0.470,     0.477,     0.477,     0.228,     0.109,     0
 116,    7,    0,     0.000,     0.083,    -0.379,     0.388,     0.388,     0.150,     0.058,     0
 116,    8,    0,     0.000,     0.083,    -0.288,     0.300,     0.300,     0.090,     0.027,     0
 116,    9,    0,     0.000,     0.083,    -0.197,     0.214,     0.214,     0.046,     0.010,     0
 116,   10,    0,     0.000,     0.083,    -0.106,     0.135,     0.135,     0.018,     0.002,     0
 117,    0,    0,     0.000,     0.083,    -0.015,     0.085,     0.085,     0.007,     0.001,     0
 117,    1,    0,     0.000,     0.167,    -0.818,     0.835,     0.835,     0.697,     0.582,     0
 117,    2,    0,     0.000,     0.250,    -0.727,     0.769,     0.769,     0.591,     0.455,     0
 117,    3,    0,     0.000,     0.333,    -0.636,     0.718,     0.718,     0.516,     0.371,    -5
 117,    4,    0,     0.000,     0.417,    -0.545,     0.686,     0.686,     0.471,     0.323,    -5
 117,    5,    0,     0.000,     0.500,    -0.455,     0.676,     0.676,     0.457,     0.309,    -5
 117,    6,    0,     0.000,     0.583,    -0.364,     0.687,     0.687,     0.473,     0.325,    -5
 117,    7,    0,     0.000,     0.667,    -0.273,     0.720,     0.720,     0.519,     0.374,    -5
 117,    8,    0,     0.000,     0.750,    -0.182,     0.772,     0.772,     0.596,     0.460,    -5
 117,    9,    0,     0.000,     0.833,    -0.091,     0.838,     0.838,     0.703,     0.589,    -5
 117,   10,    0,     0.000,     0.917,     0.000,     0.917,     0.917,     0.840,     0.770,    -5
 118,    0,    0,     0.000,     1.000,     0.091,     1.004,     1.004,     1.008,     1.012,     0
 118,    1,    0,     0.000,     0.083,    -0.167,     0.186,     0.186,     0.035,     0.006,     0
 118,    2,    0,     0.000,     0.083,    -0.076,     0.113,     0.113,     0.013,     0.001,     0
 118,    3,    0,     0.000,     0.083,     0.015,     0.085,     0.085,     0.007,     0.001,     0
 118,    4,    0,     0.000,     0.083,     0.106,     0.135,     0.135,     0.018,     0.002,     0
 118,    5,    0,     0.000,     0.083,     0.197,     0.214,     0.214,     0.046,     0.010,     0
 118,    6,    0,     0.000,     0.083,     0.288,     0.300,     0.300,     0.090,     0.027,     0
 118,    7,    0,     0.000,     0.083,     0.379,     0.388,     0.388,     0.150,     0.058,     0
 118,    8,    0,     0.000,     0.083,     0.470,     0.477,     0.477,     0.228,     0.109,     0
 118,    9,    0,     0.000,     0.083,     0.561,     0.567,     0.567,     0.321,     0.182,     0
 119,    0,    0,     0.000,     0.083,     0.652,     0.657,     0.657,     0.431,     0.283,     0
 119,    1,    0,     0.000,     0.083,    -0.545,     0.552,     0.552,     0.304,     0.168,     0
 119,    2,    0,     0.000,     0.083,    -0.455,     0.462,     0.462,     0.214,     0.099,     0
 119,    3,    0,     0.000,     0.083,    -0.364,     0.373,     0.373,     0.139,     0.052,     0
 119,    4,    0,     0.000,     0.083,    -0.273,     0.285,     0.285,     0.081,     0.023,     0
 119,    5,    0,     0.000,     0.083,    -0.182,     0.200,     0.200,     0.040,     0.008,     0
 119,    6,    0,     0.000,     0.083,    -0.091,     0.123,     0.123,     0.015,     0.002,     0
 119,    7,    0,     0.000,     0.083,     0.000,     0.083,     0.083,     0.007,     0.001,     0
 119,    8,    0,     0.000,     0.083,     0.091,     0.123,     0.123,     0.015,     0.002,     0
 119,    9,    0,     0.000,     0.083,     0.182,     0.200,     0.200,     0.040,     0.008,     0
 119,   10,    0,     0.000,     0.083,     0.273,     0.285,     0.285,     0.081,     0.023,     0
 120,    0,    0,     0.000,     0.083,     0.364,     0.373,     0.373,     0.139,     0.052,     0
 120,    1,    0,     0.000,    -0.500,    -0.955,     1.078,     1.078,     1.161,     1.251,     0
 120,    2,    0,     0.000,    -0.417,    -0.864,     0.959,     0.959,     0.919,     0.882,    -5
 120,    3,    0,     1.000,    -0.333,    -0.773,     0.842,     0.842,     0.708,     0.596,    -5
 120,    4,    0,     1.000,    -0.250,    -0.682,     0.726,     0.726,     0.527,     0.383,    -5
 120,    5,    0,     1.000,    -0.167,    -0.591,     0.614,     0.614,     0.377,     0.231,    -5
 120,    6,    0,     1.000,    -0.083,    -0.500,     0.507,     0.507,     0.257,     0.130,    -5
 120,    7,    0,     1.000,     0.000,    -0.409,     0.409,     0.409,     0.167,     0.068,    -5
 120,    8,    0,     1.000,     0.000,    -0.318,     0.318,     0.318,     0.101,     0.032,    -5
 120,    9,    0,     1.000,     0.000,    -0.227,     0.227,     0.227,     0.052,     0.012,    -5
 120,   10,    0,     1.000,     0.000,    -0.136,     0.136,     0.136,     0.019,     0.003,     0
 121,    0,    0,     0.000,     0.083,    -0.045,     0.095,     0.095,     0.009,     0.001,     0
 121,    1,    0,     0.000,     0.167,    -0.621,     0.643,     0.643,     0.414,     0.266,     0
 121,    2,    0,     0.000,     0.250,    -0.530,     0.586,     0.586,     0.344,     0.202,     0
 121,    3,    0,     0.000,     0.333,    -0.439,     0.552,     0.552,     0.304,     0.168,    -5
 121,    4,    0,     0.000,     0.417,    -0.348,     0.543,     0.543,     0.295,     0.160,    -5
 121,    5,    0,     0.000,     0.500,    -0.258,     0.562,     0.562,     0.316,     0.178,    -5
 121,    6,    0,     0.000,     0.583,    -0.167,     0.607,     0.607,     0.368,     0.223,    -5
 121,    7,    0,     0.000,     0.667,    -0.076,     0.671,     0.671,     0.450,     0.302,    -5
 121,    8,    0,     0.000,     0.750,     0.015,     0.750,     0.750,     0.563,     0.422,    -5
 121,    9,    0,     0.000,     0.833,     0.106,     0.840,     0.840,     0.706,     0.593,    -5
 121,   10,    0,     0.000,     0.917,     0.197,     0.938,     0.938,     0.879,     0.824,    -5
 122,    0,    0,     0.000,     1.000,     0.288,     1.041,     1.041,     1.083,     1.127,     0
 122,    1,    0,     0.000,    -0.417,    -0.652,     0.773,     0.773,     0.598,     0.463,    -5
 122,    2,    0,     1.000,    -0.333,    -0.561,     0.652,     0.652,     0.425,     0.277,    -5
 122,    3,    0,     1.000,    -0.250,    -0.470,     0.532,     0.532,     0.283,     0.151,    -5
 122,    4,    0,     1.000,    -0.167,    -0.379,     0.414,     0.414,     0.171,     0.071,    -5
 122,    5,    0,     1.000,    -0.083,    -0.288,     0.300,     0.300,     0.090,     0.027,    -5
 122,    6,    0,     1.000,     0.000,    -0.197,     0.197,     0.197,     0.039,     0.008,    -5
 122,    7,    0,     1.000,     0.000,    -0.106,     0.106,     0.106,     0.011,     0.001,    -5
 122,    8,    0,     1.000,     0.000,    -0.015,     0.015,     0.015,     0.000,     0.000,   995
 123,    0,    0,     1.000,     0.000,    -0.015,     0.015,     0.015,     0.000,     0.000,     0
 123,    1,    0,     0.000,    -0.500,    -0.788,     0.933,     0.933,     0.871,     0.813,     0
 123,    2,    0,     0.000,    -0.417,    -0.697,     0.812,     0.812,     0.659,     0.535,    -5
 123,    3,    0,     1.000,    -0.333,    -0.606,     0.692,     0.692,     0.478,     0.331,    -5
 123,    4,    0,     1.000,    -0.250,    -0.515,     0.573,     0.573,     0.328,     0.188,    -5
 123,    5,    0,     1.000,    -0.167,    -0.424,     0.456,     0.456,     0.208,     0.095,    -5
 123,    6,    0,     1.000,    -0.083,    -0.333,     0.344,     0.344,     0.118,     0.041,    -5
 123,    7,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
 123,    8,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,    -5
 123,    9,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,   995
 124,    0,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,     0
 124,    1,    0,     0.000,     0.167,    -0.258,     0.307,     0.307,     0.094,     0.029,     0
 124,    2,    0,     0.000,     0.250,    -0.167,     0.300,     0.300,     0.090,     0.027,     0
 124,    3,    0,     0.000,     0.333,    -0.076,     0.342,     0.342,     0.117,     0.040,    -5
 124,    4,    0,     0.000,     0.417,     0.015,     0.417,     0.417,     0.174,     0.072,    -5
 124,    5,    0,     0.000,     0.500,     0.106,     0.511,     0.511,     0.261,     0.134,    -5
 124,    6,    0,     0.000,     0.583,     0.197,     0.616,     0.616,     0.379,     0.233,    -5
 124,    7,    0,     0.000,     0.667,     0.288,     0.726,     0.726,     0.527,     0.383,    -5
 124,    8,    0,     0.000,     0.750,     0.379,     0.840,     0.840,     0.706,     0.593,    -5
 124,    9,    0,     0.000,     0.833,     0.470,     0.957,     0.957,     0.915,     0.875,    -5
 124,   10,    0,     0.000,     0.917,     0.561,     1.075,     1.075,     1.155,     1.241,    -5
 125,    0,    0,     0.000,     1.000,     0.652,     1.194,     1.194,     1.424,     1.700,     0
 125,    1,    0,     0.000,    -0.417,    -0.742,     0.851,     0.851,     0.725,     0.617,    -5
 125,    2,    0,     1.000,    -0.333,    -0.652,     0.732,     0.732,     0.536,     0.392,    -5
 125,    3,    0,     1.000,    -0.250,    -0.561,     0.614,     0.614,     0.377,     0.231,    -5
 125,    4,    0,     1.000,    -0.167,    -0.470,     0.498,     0.498,     0.248,     0.124,    -5
 125,    5,    0,     1.000,    -0.083,    -0.379,     0.388,     0.388,     0.150,     0.058,    -5
 125,    6,    0,     1.000,     0.000,    -0.288,     0.288,     0.288,     0.083,     0.024,    -5
 125,    7,    0,     1.000,     0.000,    -0.197,     0.197,     0.197,     0.039,     0.008,    -5
 125,    8,    0,     1.000,     0.000,    -0.106,     0.106,     0.106,     0.011,     0.001,    -5
 125,    9,    0,     1.000,     0.000,    -0.015,     0.015,     0.015,     0.000,     0.000,     0
 125,   10,    0,     0.000,     0.083,     0.076,     0.113,     0.113,     0.013,     0.001,     0
 126,    0,    0,     0.000,     0.083,     0.167,     0.186,     0.186,     0.035,     0.006,     0
 126,    1,    0,     0.000,    -0.500,    -0.924,     1.051,     1.051,     1.104,     1.160,     0
 126,    2,    0,     0.000,    -0.417,    -0.833,     0.932,     0.932,     0.868,     0.809,    -5
 126,    3,    0,     1.000,    -0.333,    -0.742,     0.814,     0.814,     0.662,     0.539,    -5
 126,    4,    0,     1.000,    -0.250,    -0.652,     0.698,     0.698,     0.487,     0.340,    -5
 126,    5,    0,     1.000,    -0.167,    -0.561,     0.585,     0.585,     0.342,     0.200,    -5
 126,    6,    0,     1.000,    -0.083,    -0.470,     0.477,     0.477,     0.228,     0.109,    -5
 126,    7,    0,     1.000,     0.000,    -0.379,     0.379,     0.379,     0.143,     0.054,    -5
 126,    8,    0,     1.000,     0.000,    -0.288,     0.288,     0.288,     0.083,     0.024,    -5
 126,    9,    0,     1.000,     0.000,    -0.197,     0.197,     0.197,     0.039,     0.008,    -5
 126,   10,    0,     1.000,     0.000,    -0.106,     0.106,     0.106,     0.011,     0.001,     0
 127,    0,    0,     0.000,     0.083,    -0.015,     0.085,     0.085,     0.007,     0.001,     0
 127,    1,    0,     0.000,    -0.500,    -0.742,     0.895,     0.895,     0.801,     0.717,     0
 127,    2,    0,     0.000,    -0.417,    -0.652,     0.773,     0.773,     0.598,     0.463,    -5
 127,    3,    0,     1.000,    -0.333,    -0.561,     0.652,     0.652,     0.425,     0.277,    -5
 127,    4,    0,     1.000,    -0.250,    -0.470,     0.532,     0.532,     0.283,     0.151,    -5
 127,    5,    0,     1.000,    -0.167,    -0.379,     0.414,     0.414,     0.171,     0.071,    -5
 127,    6,    0,     1.000,    -0.083,    -0.288,     0.300,     0.300,     0.090,     0.027,    -5
 127,    7,    0,     1.000,     0.000,    -0.197,     0.197,     0.197,     0.039,     0.008,    -5
 127,    8,    0,     1.000,     0.000,    -0.106,     0.106,     0.106,     0.011,     0.001,    -5
 127,    9,    0,     1.000,     0.000,    -0.015,     0.015,     0.015,     0.000,     0.000,   995
 128,    0,    0,     1.000,     0.000,    -0.015,     0.015,     0.015,     0.000,     0.000,     0
 128,    1,    0,     0.000,    -0.417,    -0.788,     0.891,     0.891,     0.794,     0.708,    -5
 128,    2,    0,     1.000,    -0.333,    -0.697,     0.773,     0.773,     0.597,     0.461,    -5
 128,    3,    0,     1.000,    -0.250,    -0.606,     0.656,     0.656,     0.430,     0.282,    -5
 128,    4,    0,     1.000,    -0.167,    -0.515,     0.541,     0.541,     0.293,     0.159,    -5
 128,    5,    0,     1.000,    -0.083,    -0.424,     0.432,     0.432,     0.187,     0.081,    -5
 128,    6,    0,     1.000,     0.000,    -0.333,     0.333,     0.333,     0.111,     0.037,    -5
 128,    7,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
 128,    8,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,    -5
 128,    9,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,     0
 129,    0,    0,     0.000,     0.083,     0.030,     0.089,     0.089,     0.008,     0.001,     0
 129,    1,    0,     0.000,    -0.417,    -0.864,     0.959,     0.959,     0.919,     0.882,    -5
 129,    2,    0,     1.000,    -0.333,    -0.773,     0.842,     0.842,     0.708,     0.596,    -5
 129,    3,    0,     1.000,    -0.250,    -0.682,     0.726,     0.726,     0.527,     0.383,    -5
 129,    4,    0,     1.000,    -0.167,    -0.591,     0.614,     0.614,     0.377,     0.231,    -5
 129,    5,    0,     1.000,    -0.083,    -0.500,     0.507,     0.507,     0.257,     0.130,    -5
 129,    6,    0,     1.000,     0.000,    -0.409,     0.409,     0.409,     0.167,     0.068,    -5
 129,    7,    0,     1.000,     0.000,    -0.318,     0.318,     0.318,     0.101,     0.032,    -5
 129,    8,    0,     1.000,     0.000,    -0.227,     0.227,     0.227,     0.052,     0.012,    -5
 129,    9,    0,     1.000,     0.000,    -0.136,     0.136,     0.136,     0.019,     0.003,     0
 129,   10,    0,     0.000,     0.083,    -0.045,     0.095,     0.095,     0.009,     0.001,     0
 130,    0,    0,     0.000,     0.083,     0.045,     0.095,     0.095,     0.009,     0.001,     0
 130,    1,    0,     0.000,    -0.500,    -0.909,     1.038,     1.038,     1.076,     1.117,     0
 130,    2,    0,     0.000,    -0.417,    -0.818,     0.918,     0.918,     0.843,     0.774,    -5
 130,    3,    0,     1.000,    -0.333,    -0.727,     0.800,     0.800,     0.640,     0.512,    -5
 130,    4,    0,     1.000,    -0.250,    -0.636,     0.684,     0.684,     0.467,     0.320,    -5
 130,    5,    0,     1.000,    -0.167,    -0.545,     0.570,     0.570,     0.325,     0.186,    -5
 130,    6,    0,     1.000,    -0.083,    -0.455,     0.462,     0.462,     0.214,     0.099,    -5
 130,    7,    0,     1.000,     0.000,    -0.364,     0.364,     0.364,     0.132,     0.048,    -5
 130,    8,    0,     1.000,     0.000,    -0.273,     0.273,     0.273,     0.074,     0.020,    -5
 130,    9,    0,     1.000,     0.000,    -0.182,     0.182,     0.182,     0.033,     0.006,    -5
 130,   10,    0,     1.000,     0.000,    -0.091,     0.091,     0.091,     0.008,     0.001,     0
 131,    0,    0,     0.000,     0.083,     0.000,     0.083,     0.083,     0.007,     0.001,     0
 131,    1,    0,     0.000,     0.083,    -0.591,     0.597,     0.597,     0.356,     0.213,     0
 131,    2,    0,     0.000,     0.083,    -0.500,     0.507,     0.507,     0.257,     0.130,     0
 131,    3,    0,     0.000,     0.083,    -0.409,     0.417,     0.417,     0.174,     0.073,     0
 131,    4,    0,     0.000,     0.083,    -0.318,     0.329,     0.329,     0.108,     0.036,     0
 131,    5,    0,     0.000,     0.083,    -0.227,     0.242,     0.242,     0.059,     0.014,     0
 131,    6,    0,     0.000,     0.083,    -0.136,     0.160,     0.160,     0.026,     0.004,     0
 131,    7,    0,     0.000,     0.083,    -0.045,     0.095,     0.095,     0.009,     0.001,     0
 131,    8,    0,     0.000,     0.083,     0.045,     0.095,     0.095,     0.009,     0.001,     0
 131,    9,    0,     0.000,     0.083,     0.136,     0.160,     0.160,     0.026,     0.004,     0
 131,   10,    0,     0.000,     0.083,     0.227,     0.242,     0.242,     0.059,     0.014,     0
 132,    0,    0,     0.000,     0.083,     0.318,     0.329,     0.329,     0.108,     0.036,     0
 132,    1,    0,     0.000,     0.167,    -0.652,     0.672,     0.672,     0.452,     0.304,     0
 132,    2,    0,     0.000,     0.250,    -0.561,     0.614,     0.614,     0.377,     0.231,     0
 132,    3,    0,     0.000,     0.333,    -0.470,     0.576,     0.576,     0.332,     0.191,    -5
 132,    4,    0,     0.000,     0.417,    -0.379,     0.563,     0.563,     0.317,     0.179,    -5
 132,    5,    0,     0.000,     0.500,    -0.288,     0.577,     0.577,     0.333,     0.192,    -5
 132,    6,    0,     0.000,     0.583,    -0.197,     0.616,     0.616,     0.379,     0.233,    -5
 132,    7,    0,     0.000,     0.667,    -0.106,     0.675,     0.675,     0.456,     0.308,    -5
 132,    8,    0,     0.000,     0.750,    -0.015,     0.750,     0.750,     0.563,     0.422,    -5
 132,    9,    0,     0.000,     0.833,     0.076,     0.837,     0.837,     0.700,     0.586,    -5
 132,   10,    0,     0.000,     0.917,     0.167,     0.932,     0.932,     0.868,     0.809,    -5
 133,    0,    0,     0.000,     1.000,     0.258,     1.033,     1.033,     1.066,     1.101,     0
 133,    1,    0,     0.000,     0.167,    -0.318,     0.359,     0.359,     0.129,     0.046,     0
 133,    2,    0,     0.000,     0.250,    -0.227,     0.338,     0.338,     0.114,     0.039,     0
 133,    3,    0,     0.000,     0.333,    -0.136,     0.360,     0.360,     0.130,     0.047,    -5
 133,    4,    0,     0.000,     0.417,    -0.045,     0.419,     0.419,     0.176,     0.074,    -5
 133,    5,    0,     0.000,     0.500,     0.045,     0.502,     0.502,     0.252,     0.127,    -5
 133,    6,    0,     0.000,     0.583,     0.136,     0.599,     0.599,     0.359,     0.215,    -5
 133,    7,    0,     0.000,     0.667,     0.227,     0.704,     0.704,     0.496,     0.349,    -5
 133,    8,    0,     0.000,     0.750,     0.318,     0.815,     0.815,     0.664,     0.541,    -5
 133,    9,    0,     0.000,     0.833,     0.409,     0.928,     0.928,     0.862,     0.800,    -5
 133,   10,    0,     0.000,     0.917,     0.500,     1.044,     1.044,     1.090,     1.138,    -5
 134,    0,    0,     0.000,     1.000,     0.591,     1.162,     1.162,     1.349,     1.567,     0
 134,    1,    0,     0.000,     0.083,    -0.742,     0.747,     0.747,     0.558,     0.417,     0
 134,    2,    0,     0.000,     0.083,    -0.652,     0.657,     0.657,     0.431,     0.283,     0
 134,    3,    0,     0.000,     0.083,    -0.561,     0.567,     0.567,     0.321,     0.182,     0
 134,    4,    0,     0.000,     0.083,    -0.470,     0.477,     0.477,     0.228,     0.109,     0
 134,    5,    0,     0.000,     0.083,    -0.379,     0.388,     0.388,     0.150,     0.058,     0
 134,    6,    0,     0.000,     0.083,    -0.288,     0.300,     0.300,     0.090,     0.027,     0
 134,    7,    0,     0.000,     0.083,    -0.197,     0.214,     0.214,     0.046,     0.010,     0
 134,    8,    0,     0.000,     0.083,    -0.106,     0.135,     0.135,     0.018,     0.002,     0
 134,    9,    0,     0.000,     0.083,    -0.015,     0.085,     0.085,     0.007,     0.001,     0
 135,    0,    0,     0.000,     0.083,     0.076,     0.113,     0.113,     0.013,     0.001,     0
 135,    1,    0,     0.000,    -0.417,    -0.697,     0.812,     0.812,     0.659,     0.535,    -5
 135,    2,    0,     1.000,    -0.333,    -0.606,     0.692,     0.692,     0.478,     0.331,    -5
 135,    3,    0,     1.000,    -0.250,    -0.515,     0.573,     0.573,     0.328,     0.188,    -5
 135,    4,    0,     1.000,    -0.167,    -0.424,     0.456,     0.456,     0.208,     0.095,    -5
 135,    5,    0,     1.000,    -0.083,    -0.333,     0.344,     0.344,     0.118,     0.041,    -5
 135,    6,    0,     1.000,     0.000,    -0.242,     0.242,     0.242,     0.059,     0.014,    -5
 135,    7,    0,     1.000,     0.000,    -0.152,     0.152,     0.152,     0.023,     0.003,    -5
 135,    8,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,   995
 136,    0,    0,     1.000,     0.000,    -0.061,     0.061,     0.061,     0.004,     0.000,     0
 136,    1,    0,     0.000,    -0.417,    -0.530,     0.674,     0.674,     0.455,     0.307,    -5
 136,    2,    0,     1.000,    -0.333,    -0.439,     0.552,     0.552,     0.304,     0.168,    -5
 136,    3,    0,     1.000,    -0.250,    -0.348,     0.429,     0.429,     0.184,     0.079,    -5
 136,    4,    0,     1.000,    -0.167,    -0.258,     0.307,     0.307,     0.094,     0.029,    -5
 136,    5,    0,     1.000,    -0.083,    -0.167,     0.186,     0.186,     0.035,     0.006,    -5
 136,    6,    0,     1.000,     0.000,    -0.076,     0.076,     0.076,     0.006,     0.000,   995
 137,    0,    0,     1.000,     0.000,    -0.076,     0.076,     0.076,     0.006,     0.000,     0
 137,    1,    0,     0.000,     0.167,    -0.970,     0.984,     0.984,     0.968,     0.953,     0
 137,    2,    0,     0.000,     0.250,    -0.879,     0.914,     0.914,     0.835,     0.763,     0
 137,    3,    0,     0.000,     0.333,    -0.788,     0.855,     0.855,     0.732,     0.626,    -5
 137,    4,    0,     0.000,     0.417,    -0.697,     0.812,     0.812,     0.659,     0.535,    -5
 137,    5,    0,     0.000,     0.500,    -0.606,     0.786,     0.786,     0.617,     0.485,    -5
 137,    6,    0,     0.000,     0.583,    -0.515,     0.778,     0.778,     0.606,     0.471,    -5
 137,    7,    0,     0.000,     0.667,    -0.424,     0.790,     0.790,     0.624,     0.493,    -5
 137,    8,    0,     0.000,     0.750,    -0.333,     0.821,     0.821,     0.674,     0.553,    -5
 137,    9,    0,     0.000,     0.833,    -0.242,     0.868,     0.868,     0.753,     0.654,    -5
 137,   10,    0,     0.000,     0.917,    -0.152,     0.929,     0.929,     0.863,     0.802,    -5
 138,    0,    0,     0.000,     1.000,    -0.061,     1.002,     1.002,     1.004,     1.006,     0
 138,    1,    0,     0.000,     0.083,    -0.470,     0.477,     0.477,     0.228,     0.109,     0
 138,    2,    0,     0.000,     0.083,    -0.379,     0.388,     0.388,     0.150,     0.058,     0
 138,    3,    0,     0.000,     0.083,    -0.288,     0.300,     0.300,     0.090,     0.027,     0
